DateTime,AddedIPs,RemovedIPs
1462482241,1,1
1462482900,152,0
1462483068,768,1023
1462484700,0,1279
1462485841,1,3
1462486500,143,0
1462486532,10,0
1462487175,1023,2047
1462488300,31,1792
1462489155,256,0
1462489441,1,2
1462490164,133,0
1462490316,768,768
1462491090,0,1280
1462492477,0,1
1462493041,1,0
1462493700,340,148
1462494004,1,3
1462494006,2303,1280
1462495500,8,0
1462496438,768,1023
1462496641,1,769
1462497300,1419,0
1462497335,7,56
1462497843,1,0
1462498709,255,1279
1462499100,1,0
1462500241,3,2
1462500936,1782,1024
1462502700,10,3044
1462503841,770,1285
1462504280,511,1534
1462504500,375,0
1462504710,0,1278
1462505525,4095,5379
1462507238,256,0
1462507444,1,1280
1462508100,307,0
1462508132,12,0
1462508433,1280,0
1462509043,0,512
1462509366,2,1
1462509900,11,0
1462509953,255,2304
1462511042,3,1536
1462511700,412,0
1462511921,768,0
1462513234,0,1
1462513500,1,0
1462514241,4,0
1462514641,3,4
1462515300,2820,510
1462516245,0,768
1462517075,11,9
1462517100,10,0
1462518038,766,0
1462518471,1024,2
1462518900,397,0
1462518909,7,0
1462519847,0,3327
1462521841,4,1
1462522500,167,0
1462522639,3050,1024
1462523448,2,0
1462524300,5,1023
1462524723,1,1
1462525218,1028,1
1462525246,1,0
1462525441,1,3
1462526100,171,1
1462526450,1536,768
1462527033,0,767
1462528564,255,1
1462529041,3,2
1462529700,2564,766
1462529708,10,0
1462531500,15,0
1462532405,513,2556
1462532641,259,2
1462533300,476,0
1462533456,768,768
1462535100,0,1536
1462535970,1536,0
1462536243,4,3
1462536900,408,1
1462537229,2559,255
1462537839,0,3068
1462538700,4,0
1462539641,1279,0
1462540084,1,2303
1462540500,225,0
1462540509,9,0
1462540611,768,0
1462541442,0,1
1462542300,3,0
1462543442,2,1
1462543924,0,1
1462544100,397,0
1462545036,2048,1792
1462545900,6,2762
1462546752,512,1023
1462547321,9,5
1462547762,526,0
1462547890,512,1791
1462550447,1022,0
1462550641,0,1
1462551300,333,0
1462551603,4,0
1462552237,2302,0
1462552968,255,0
1462553100,4,0
1462554242,1025,2559
1462554900,168,0
1462555847,69,58
1462556700,0,768
1462557648,256,256
1462557844,2,1792
1462558500,3193,2
1462559285,0,1536
1462560300,5,0
1462560782,778,1806
1462561442,0,1
1462562100,113,0
1462562109,10,0
1462562293,1023,0
1462564841,256,1024
1462565041,0,256
1462565700,105,0
1462565822,2048,256
1462566964,1,0
1462567500,5,1536
1462568355,767,0
1462568642,1,2
1462569300,105,0
1462569399,1025,513
1462570244,1,1
1462570804,0,1023
1462572241,1,0
1462572900,1373,767
1462572909,2,0
1462574700,4,0
1462575640,0,2304
1462575841,0,1
1462576500,101,0
1462576713,1280,768
1462578483,1,1
1462579240,0,768
1462579442,3,1540
1462580100,267,155
1462581036,2559,512
1462581900,10,3326
1462582323,10,26
1462582765,767,0
1462583041,3,6
1462583700,112,0
1462583709,11,55
1462584637,257,513
1462585063,1536,768
1462586173,2,1
1462586642,1790,1
1462587300,117,1024
1462587452,0,768
1462589100,5,1967
1462590003,1025,2560
1462590034,4862,3059
1462590243,1,768
1462590900,108,0
1462591067,1533,0
1462592700,0,512
1462593553,511,0
1462593843,3,1
1462594500,101,1
1462594509,7,0
1462594752,1536,512
1462596300,8,0
1462597248,511,2048
1462597685,6,2
1462598100,100,0
1462598336,1279,768
1462599039,0,2048
1462599960,256,0
1462600478,4,2
1462601042,1,1
1462601524,2817,3071
1462601700,122,0
1462602641,0,4096
1462603500,8,0
1462604431,517,1538
1462604641,0,1
1462605366,128,0
1462605468,776,0
1462608038,0,1279
1462608242,2,1
1462608900,140,0
1462609205,0,1
1462609841,2303,1535
1462610700,4,3584
1462611549,3,1538
1462611841,2,2
1462612311,768,0
1462612500,202,0
1462613446,0,1791
1462615245,255,0
1462615443,2,1
1462616108,9,0
1462616321,2816,1280
1462617046,0,3326
1462617900,4,0
1462618838,0,1535
1462619041,1,2
1462619700,378,0
1462619824,512,0
1462621500,0,256
1462622352,1,0
1462622615,3,0
1462622642,0,1
1462623300,194,0
1462623578,2816,1278
1462624567,4,3
1462625100,6,0
1462626045,768,2816
1462626242,1,3
1462626900,170,0
1462626908,5,0
1462627023,513,2303
1462628411,4,769
1462629568,767,0
1462629841,2,2
1462630500,385,0
1462630645,2304,1535
1462632243,3,3353
1462632300,2,0
1462633153,767,3583
1462633643,5,6
1462634100,347,0
1462634351,768,1278
1462636084,2,0
1462636837,768,767
1462637042,0,1282
1462637700,3154,0
1462637710,5,0
1462639500,4,0
1462639924,1026,3331
1462640641,1024,1282
1462641300,527,0
1462642237,76,1861
1462643100,438,0
1462643768,260,2
1462644000,0,1535
1462644241,0,1
1462644641,6,5
1462645044,2558,0
1462646700,516,4351
1462647603,0,2
1462648106,3,1282
1462648500,361,0
1462648509,9,0
1462648588,1023,0
1462650300,0,1024
1462651441,256,1
1462651925,0,1
1462652100,301,0
1462652280,1792,512
1462653900,3,3328
1462654753,511,0
1462655763,305,3
1462655813,767,1790
1462657318,1280,1536
1462658642,0,1
1462659300,361,0
1462659604,11,3
1462659964,3328,0
1462661100,8,3838
1462662241,512,0
1462662900,239,0
1462663444,769,769
1462664700,0,512
1462665553,1278,1535
1462665841,4,0
1462666500,275,142
1462666657,2,2
1462666802,2302,0
1462667285,8,19
1462667446,0,4094
1462668300,10,0
1462669248,768,0
1462669442,0,1280
1462670100,275,0
1462670108,9,58
1462670296,768,0
1462671364,2,1282
1462672841,766,0
1462673042,2,769
1462673700,242,0
1462673841,1536,0
1462675204,3,4929
1462675500,4,0
1462676369,765,0
1462676642,0,1
1462677301,256,0
1462677515,1026,1534
1462678246,0,1023
1462679042,5888,4351
1462680241,0,1795
1462680900,316,0
1462680908,14,0
1462681213,1535,0
1462682884,10,1
1462683649,1023,3071
1462683841,258,2
1462684500,323,0
1462684652,1022,2047
1462686300,0,768
1462686723,4,2
1462687155,1022,0
1462687569,6,7
1462688100,2812,512
1462689900,10,0
1462690568,772,2817
1462691042,257,1
1462691785,283,0
1462691895,777,2556
1462692645,0,256
1462694403,518,0
1462694642,1,1
1462695300,262,0
1462695976,2304,4349
1462696926,1024,0
1462697100,5,0
1462698243,1,0
1462698691,769,1280
1462698900,216,0
1462699841,0,1022
1462701645,254,0
1462702086,4,1537
1462702500,469,0
1462702509,9,0
1462702672,2560,0
1462703448,1,0
1462704092,512,2048
1462704300,5,0
1462705245,0,1280
1462705441,1,1
1462705927,1,0
1462706100,231,0
1462707046,256,0
1462707900,0,1280
1462708797,515,0
1462709042,2,0
1462709766,311,1
1462709851,2047,1279
1462711500,3,3839
1462712350,256,0
1462712642,1,1
1462713300,220,0
1462713608,7,1
1462714241,257,2049
1462715100,0,512
1462715953,512,1536
1462716900,253,0
1462717446,1536,1
1462718700,774,6786
1462719841,0,1
1462720500,230,0
1462720651,768,1024
1462721284,3,2
1462723245,1025,1279
1462723441,1,1280
1462724100,383,0
1462724110,9,0
1462724242,2304,1534
1462725123,0,1
1462725900,7,3584
1462726838,256,0
1462727041,2,0
1462727700,189,1023
1462728643,47,799
1462728965,3,0
1462729319,2,4
1462730442,768,0
1462731300,287,0
1462732238,1790,255
1462732807,770,4354
1462733100,6,0
1462734242,2,0
1462734900,230,0
1462734909,2,0
1462735461,769,1536
1462735838,0,1536
1462737842,0,1536
1462738500,144,0
1462738639,2048,0
1462740038,2,4096
1462740483,3,0
1462741151,768,0
1462741442,1,0
1462742100,173,0
1462742250,1024,2559
1462743041,0,1
1462743900,0,512
1462744323,0,1
1462744755,0,512
1462745700,132,0
1462745709,10,0
1462745870,3327,0
1462747500,6,2303
1462748164,1281,3
1462748641,0,1
1462749300,115,0
1462749444,512,1278
1462750985,2,1026
1462752004,1025,2
1462752900,376,179
1462753110,3071,2048
1462753841,0,2816
1462754700,8,0
1462755843,2055,13
1462756500,168,2560
1462756508,8,201
1462757441,511,0
1462758300,0,512
1462758323,768,256
1462759690,2562,1026
1462760100,199,0
1462761042,0,3839
1462761956,6,1916
1462762845,1024,0
1462763044,3,1
1462763526,1793,4096
1462763700,350,0
1462763931,1021,1280
1462766444,768,2048
1462766642,2,3
1462767363,386,0
1462767699,3337,1536
1462769100,9,0
1462770044,1023,3583
1462770242,2,3
1462770900,354,0
1462771203,0,1
1462771845,1023,1535
1462772724,3,3
1462773655,512,0
1462773841,0,513
1462774500,349,0
1462775047,3841,0
1462775443,1,3327
1462776300,8,0
1462777156,1792,0
1462778100,246,0
1462778326,260,1535
1462778882,2,2
1462779158,3,1288
1462779900,1,0
1462780838,511,0
1462781041,1,2
1462781700,3855,1023
1462782725,2,2
1462783500,9,1
1462784441,1793,3837
1462784642,1,4
1462785120,1024,2047
1462785300,298,0
1462786806,4,3
1462788042,512,513
1462788241,0,768
1462788900,237,0
1462788909,14,0
1462789407,4094,0
1462790645,2,3073
1462790700,5,0
1462791643,512,0
1462791841,0,3
1462792500,330,0
1462792803,512,512
1462793437,0,2048
1462794486,5,2
1462795241,255,0
1462795441,1,1793
1462796100,271,0
1462796366,3840,0
1462797900,1,0
1462798325,1026,4348
1462799042,1,1791
1462799700,1585,0
1462799709,11,0
1462800443,1,0
1462800639,1,1
1462801500,0,768
1462802167,1021,1531
1462802641,0,1
1462803300,423,0
1462803481,4096,0
1462804344,0,6121
1462804858,4,0
1462805100,7,0
1462806241,2,1
1462806424,126,169
1462806900,443,0
1462807171,512,1280
